TeamID,Season,Ast,Blk,DR,FGA,FGA3,FGM,FGM3,FTA,FTM,NumOT,OR,PF,Pts,Stl,TO
1108,2015,261,81,618,1717,514,666,146,644,423,0,339,539,1901,176,350
1108,2016,254,109,649,1586,543,640,168,609,416,5,361,516,1864,125,402
1108,2017,360,95,751,1671,594,706,190,548,360,1,342,558,1962,183,408
1108,2018,330,76,664,1562,585,658,195,527,381,1,264,547,1892,163,408
1110,2003,427,52,694,1606,694,695,263,496,338,2,300,544,1991,192,395
1110,2004,411,72,726,1643,560,726,206,642,434,2,341,564,2092,240,441
1110,2005,361,78,706,1505,486,680,178,481,343,4,281,502,1881,184,420
1110,2006,379,89,641,1573,486,655,165,543,375,2,366,548,1850,190,452
1110,2007,404,71,724,1584,502,678,172,572,417,5,313,562,1945,173,414
1110,2008,381,84,722,1529,613,677,251,643,478,0,303,561,2083,147,436
1110,2009,405,78,727,1552,584,724,220,509,330,2,295,556,1998,168,410
1110,2010,447,81,793,1603,534,681,184,571,395,5,304,590,1941,109,458
1110,2011,430,86,756,1602,557,716,188,600,431,4,288,558,2051,127,346
1110,2012,391,85,741,1609,549,689,220,558,400,1,262,533,1998,138,344
1110,2013,348,75,703,1491,489,616,177,460,326,3,270,431,1735,101,364
1110,2014,484,110,734,1490,531,737,203,520,369,1,228,551,2046,193,447
1110,2015,408,84,640,1479,571,683,213,509,359,4,188,484,1938,196,370
1110,2016,348,69,656,1487,572,631,195,471,328,2,218,567,1785,176,428
1110,2017,339,73,664,1542,529,692,168,474,293,1,204,549,1845,209,396
1110,2018,367,98,627,1615,709,698,239,491,326,1,242,551,1961,217,413
1111,2003,396,120,658,1677,571,744,187,681,490,4,338,486,2165,256,421
1111,2004,415,129,611,1796,592,732,193,534,342,1,387,591,1999,301,482
1111,2005,420,125,623,1607,643,698,225,472,310,0,328,474,1931,245,405
1111,2006,376,101,600,1561,642,656,226,521,370,3,337,538,1908,210,432
1111,2007,441,105,661,1650,583,788,217,548,376,3,335,531,2169,233,427
1111,2008,405,142,749,1596,589,756,227,574,393,1,295,517,2132,183,454
1111,2009,380,100,770,1705,607,763,224,701,494,6,392,606,2244,181,531
1111,2010,347,90,842,1626,559,770,221,682,510,2,334,550,2271,167,466
1111,2011,294,77,673,1607,532,723,178,630,449,1,295,503,2073,164,368
1111,2012,341,107,692,1554,549,684,189,596,393,1,298,571,1950,160,411
1111,2013,327,105,687,1637,513,718,187,621,431,6,309,548,2054,185,390
1111,2014,255,67,575,1456,412,583,121,599,381,2,333,526,1668,156,327
1111,2015,318,61,680,1602,588,637,186,538,381,0,330,551,1841,122,398
1111,2016,358,103,747,1795,720,719,256,701,493,0,393,667,2187,127,462
1111,2017,357,78,711,1647,683,669,223,610,412,1,314,612,1973,141,390
1111,2018,368,103,814,1841,793,786,264,678,454,4,347,586,2290,169,419
1112,2003,494,118,774,1840,562,849,197,700,491,2,425,497,2386,237,414
1112,2004,548,132,745,1885,557,914,214,631,496,0,403,466,2538,202,434
1112,2005,547,118,768,2041,562,961,226,618,481,2,453,543,2629,272,490
1112,2006,458,117,648,1913,418,846,132,624,437,5,422,511,2261,306,418
1112,2007,486,97,755,1719,490,825,168,719,536,2,371,402,2354,180,412
1112,2008,491,115,726,1663,533,791,211,669,497,3,267,528,2290,180,391
1112,2009,462,98,728,1730,501,821,198,640,470,1,355,500,2310,191,403
1112,2010,384,78,760,1681,542,745,194,744,545,6,302,595,2229,186,436
1112,2011,479,90,822,1836,676,864,270,809,604,4,354,633,2602,171,437
1112,2012,460,119,866,1764,663,778,252,788,554,2,343,571,2362,191,424
1112,2013,443,125,791,1781,675,801,245,666,498,1,369,523,2345,222,419
1112,2014,513,144,894,1904,505,892,180,794,520,3,428,559,2484,200,355
1112,2015,483,122,898,1855,478,908,172,874,611,1,368,609,2599,244,381
1112,2016,479,158,944,1922,562,926,215,848,613,6,384,601,2680,162,423
1112,2017,469,110,900,1873,576,891,229,768,582,0,350,577,2593,187,389
1112,2018,518,155,905,1939,624,980,235,730,555,4,341,595,2750,169,418
1113,2003,451,123,676,1650,365,789,116,760,509,2,397,563,2203,151,406
1113,2004,426,86,634,1498,478,646,161,744,547,2,327,565,2000,150,408
1113,2005,510,113,738,1774,603,802,214,751,537,1,397,581,2355,198,455
1113,2006,403,90,617,1520,418,655,158,568,410,4,310,562,1878,180,422
1113,2007,373,58,599,1485,595,606,186,436,288,1,343,520,1686,170,414
1113,2008,447,96,685,1519,615,707,219,610,452,5,252,502,2085,223,396
1113,2009,515,69,756,1630,729,785,267,619,458,4,278,525,2295,195,380
1113,2010,444,80,742,1601,712,722,262,606,430,0,278,528,2136,213,373
1113,2011,463,115,701,1674,684,719,240,486,305,1,290,574,1983,196,379
1113,2012,377,123,713,1439,497,654,181,594,402,0,262,548,1891,173,505
1113,2013,463,203,871,1859,686,850,234,647,409,5,312,504,2343,211,405
1113,2014,454,181,870,1796,673,809,260,754,523,5,270,617,2401,165,367
1113,2015,414,73,764,1701,626,756,218,736,492,4,343,606,2222,189,444
1113,2016,405,86,783,1919,756,796,254,726,499,2,394,654,2345,170,384
1113,2017,430,106,773,2047,896,888,328,653,489,1,304,558,2593,194,344
1113,2018,439,111,785,1868,761,867,277,783,578,2,307,587,2589,204,332
1114,2003,322,66,640,1490,512,668,190,628,435,7,295,574,1961,185,447
1114,2004,300,80,594,1371,404,597,130,689,493,3,330,539,1817,160,406
1114,2005,308,77,558,1287,335,579,121,526,384,5,253,489,1663,161,374
1114,2006,393,70,593,1489,383,611,121,657,451,0,378,506,1794,217,441
1114,2007,369,67,637,1530,503,648,160,660,440,1,392,535,1896,148,433
1114,2008,360,93,691,1457,446,616,154,712,473,0,343,604,1859,186,479
1114,2009,404,108,744,1589,445,711,159,713,478,3,335,608,2059,171,466
1114,2010,319,71,660,1449,452,607,171,667,465,2,269,564,1850,132,377
1114,2011,364,78,732,1753,556,725,221,743,516,2,340,684,2187,188,384
1114,2012,297,93,696,1589,472,631,157,650,453,4,291,592,1872,190,373
1114,2013,353,115,704,1676,461,699,156,715,482,0,349,620,2036,202,479
1114,2014,336,114,751,1718,466,718,145,713,529,8,341,657,2110,173,402
1114,2015,363,79,707,1714,612,712,208,616,437,7,314,573,2069,171,314
1114,2016,400,95,750,1698,589,776,228,531,390,1,270,566,2170,195,317
1114,2017,342,109,695,1633,550,708,186,528,389,2,285,547,1991,172,387
1114,2018,347,87,715,1627,573,681,182,523,321,4,297,587,1865,139,440
1115,2003,285,77,589,1520,472,539,133,493,315,1,279,567,1526,223,535
1115,2004,269,66,644,1485,487,511,136,395,252,0,292,568,1410,149,519
1115,2005,297,124,624,1480,411,564,113,416,272,1,294,465,1513,178,437
1115,2006,292,117,676,1513,430,604,133,467,315,0,266,519,1656,205,423
1115,2007,278,117,725,1621,400,639,110,514,313,2,333,534,1701,174,448
1115,2008,314,141,691,1598,489,630,152,481,298,1,313,521,1710,151,404
1115,2009,339,84,733,1768,431,709,124,649,401,2,446,703,1943,271,605
1115,2010,401,110,820,1681,431,691,131,826,548,4,403,729,2061,219,542
1115,2011,357,67,688,1610,556,627,191,646,405,3,299,649,1850,234,518
1115,2012,367,132,741,1707,484,705,145,719,458,1,364,601,2013,230,491
1115,2013,382,99,679,1707,526,683,159,563,355,1,351,533,1880,297,433
1115,2014,333,62,592,1510,528,619,180,620,406,0,293,565,1824,275,437
1115,2015,323,108,601,1638,611,656,203,584,397,1,325,623,1912,283,489
1115,2016,317,124,682,1722,666,674,202,519,317,1,322,724,1867,235,516
1115,2017,301,81,618,1607,569,641,196,527,342,2,314,674,1820,255,538
1115,2018,427,144,749,1863,660,815,217,681,460,2,279,684,2307,275,497
1116,2003,275,99,656,1556,548,611,170,548,334,0,407,586,1726,181,467
1116,2004,363,108,602,1629,573,678,180,577,392,2,365,555,1928,220,386
1116,2005,435,156,653,1692,489,773,182,632,419,1,369,554,2147,262,427
1116,2006,482,190,708,1790,521,822,177,696,483,2,378,525,2304,262,415
1116,2007,516,218,826,1853,593,860,209,710,498,1,382,591,2427,235,521
1116,2008,480,175,790,1894,572,882,194,702,472,1,423,626,2430,231,510
1116,2009,390,86,748,1821,608,797,202,679,442,3,381,515,2238,227,419
1116,2010,440,130,752,1859,579,829,201,782,532,3,351,598,2391,232,439
1116,2011,373,182,731,1734,563,756,204,683,475,4,332,561,2191,225,411
1116,2012,436,160,719,1860,580,808,205,692,478,0,363,618,2299,265,415
1116,2013,475,159,734,1960,639,852,192,687,462,2,386,649,2358,295,372
1116,2014,492,179,764,1962,657,871,241,807,585,4,375,669,2568,276,374
1116,2015,549,162,774,2083,648,932,227,776,562,2,442,645,2653,264,399
1116,2016,520,165,812,1992,544,883,216,748,519,5,374,687,2501,237,357
1116,2017,479,161,848,2046,610,943,222,794,605,0,385,700,2713,256,399
1116,2018,492,157,836,2063,661,985,265,770,522,3,346,687,2757,212,374
1117,2003,310,43,530,1422,555,616,206,557,411,1,285,557,1849,186,345
1117,2004,291,75,620,1456,514,640,183,586,430,3,329,546,1893,170,409
1117,2005,362,74,620,1556,422,695,153,579,384,0,355,534,1927,170,385
1117,2006,374,70,666,1560,442,728,159,607,398,2,296,523,2013,168,435
1117,2007,431,110,763,1701,574,776,228,655,439,1,320,617,2219,182,470
1117,2008,335,58,542,1533,484,690,194,487,351,1,289,503,1925,173,388
1117,2009,364,103,688,1564,417,658,131,523,353,5,324,478,1800,182,381
1117,2010,362,117,753,1588,452,698,152,640,421,2,331,540,1969,140,397
1117,2011,322,93,706,1596,449,677,146,682,483,1,362,552,1983,181,395
1117,2012,317,77,733,1699,457,725,172,700,468,2,374,521,2090,196,452
1117,2013,310,89,725,1684,613,676,188,745,511,7,378,525,2051,244,386
1117,2014,401,85,753,1685,692,747,267,714,515,7,281,543,2276,201,376
1117,2015,301,85,689,1563,487,630,156,515,358,2,302,482,1774,145,378
1117,2016,349,127,838,1733,539,709,170,695,509,4,313,575,2097,137,384
1117,2017,381,80,782,1725,559,790,211,716,455,1,335,630,2246,159,397
1117,2018,311,82,663,1783,653,771,217,592,421,2,336,556,2180,195,396
1119,2003,293,40,539,1190,413,490,147,318,215,0,198,483,1342,139,434
1119,2004,237,46,534,1132,424,403,141,428,284,0,162,453,1231,146,427
1119,2005,272,37,526,1185,444,467,152,356,272,0,151,410,1358,123,385
1119,2006,271,40,520,1212,396,476,137,396,273,4,204,502,1362,136,392
1119,2007,361,70,622,1403,441,582,168,530,371,2,260,574,1703,200,479
1119,2008,416,61,637,1521,454,659,142,456,310,2,258,588,1770,259,478
1119,2009,396,75,639,1533,427,644,144,448,309,4,237,578,1741,224,459
1119,2010,322,69,601,1492,473,616,155,458,300,1,286,567,1687,232,410
1119,2011,389,47,674,1637,695,682,257,489,351,0,304,584,1972,157,406
1119,2012,379,54,675,1548,644,644,226,572,418,3,235,563,1932,171,445
1119,2013,423,93,763,1649,653,732,242,609,449,3,315,582,2155,149,422
1119,2014,423,127,660,1741,669,777,226,567,396,2,338,549,2176,178,390
1119,2015,410,103,685,1699,661,743,213,544,372,3,306,600,2071,178,387
1119,2016,471,112,885,1954,825,833,277,630,438,6,379,595,2381,150,426
1119,2017,496,57,855,1839,786,809,276,514,339,3,297,602,2233,167,464
1119,2018,479,78,727,1774,738,787,281,434,283,1,290,578,2138,163,390
1120,2003,402,149,677,1641,490,771,169,592,392,0,358,491,2103,241,477
1120,2004,429,134,625,1598,543,700,185,566,375,1,415,470,1960,244,446
1120,2005,402,60,677,1794,755,757,259,576,418,3,350,624,2191,228,449
1120,2006,378,118,577,1509,545,654,194,529,334,0,347,550,1836,226,446
1120,2007,513,125,742,1817,679,823,229,609,386,1,379,599,2261,255,504
1120,2008,453,74,647,1698,674,777,229,535,358,0,324,491,2141,259,408
1120,2009,446,109,784,1879,739,825,242,693,420,1,377,609,2312,287,420
1120,2010,400,88,709,1842,786,813,258,676,442,2,372,621,2326,243,428
1120,2011,335,97,660,1635,455,644,146,645,421,3,372,623,1855,228,429
1120,2012,386,149,725,1669,517,696,156,608,394,3,338,573,1942,199,419
1120,2013,396,122,765,1777,589,726,183,627,439,5,329,657,2074,222,427
1120,2014,349,134,692,1656,554,723,172,730,526,0,330,645,2144,183,363
1120,2015,356,85,720,1815,705,729,247,886,591,3,341,695,2296,228,439
1120,2016,352,126,788,1819,799,724,272,747,472,1,346,660,2192,166,428
1120,2017,421,162,802,1969,789,861,289,836,562,2,369,672,2573,236,434
1120,2018,462,173,833,1977,852,868,312,789,620,0,388,636,2668,238,392
1122,2003,362,126,654,1406,464,636,162,648,448,4,287,504,1882,190,411
1122,2004,345,115,677,1461,499,630,160,547,377,0,280,498,1797,182,381
1122,2005,413,79,683,1708,550,741,192,612,416,5,339,616,2090,220,457
1122,2006,435,93,692,1680,508,765,170,707,528,3,326,576,2228,217,447
1122,2007,396,81,623,1610,529,722,185,688,468,3,339,533,2097,230,382
1122,2008,491,74,728,1858,692,838,267,830,593,5,344,597,2536,331,433
1122,2009,429,97,692,1698,562,791,206,646,447,4,323,562,2235,188,403
1122,2010,393,94,680,1617,517,719,184,740,514,5,329,519,2136,178,429
1122,2011,421,125,703,1760,460,787,162,714,481,6,386,580,2217,261,444
1122,2012,374,110,665,1730,418,768,131,714,477,2,377,560,2144,222,453
1122,2013,411,144,674,1577,541,712,206,590,392,5,282,465,2022,178,477
1122,2014,397,148,633,1524,421,731,141,752,507,3,276,490,2110,191,435
1122,2015,331,107,617,1542,466,615,140,641,423,0,333,492,1793,177,397
1122,2016,425,91,818,1837,588,844,205,855,573,4,366,582,2466,228,480
1122,2017,289,70,624,1596,594,732,209,654,469,3,230,515,2142,144,352
1122,2018,375,86,653,1735,516,775,184,629,418,2,374,601,2152,179,422
1123,2003,315,66,652,1814,500,778,161,664,482,1,395,686,2199,156,385
1123,2004,348,58,651,1599,425,672,144,645,475,3,329,573,1963,161,362
1123,2005,312,59,581,1505,515,648,197,572,391,1,332,502,1884,148,331
1123,2006,299,92,560,1357,384,578,138,503,332,3,296,594,1626,178,375
1123,2007,320,74,622,1676,459,645,125,623,433,1,390,644,1848,242,419
1123,2008,311,50,629,1557,417,623,125,554,362,2,307,515,1733,186,365
1123,2009,333,63,738,1572,395,646,134,604,369,3,333,572,1795,158,406
1123,2010,314,90,717,1433,300,589,110,668,461,6,300,520,1749,143,422
1123,2011,408,59,690,1521,415,678,140,766,529,3,307,536,2025,184,389
1123,2012,385,75,651,1472,555,620,185,585,402,0,315,491,1827,176,380
1123,2013,343,67,677,1476,524,628,172,695,453,0,351,504,1881,183,450
1123,2014,342,63,663,1471,572,596,180,626,428,5,339,587,1800,126,479
1123,2015,357,68,644,1519,664,631,223,538,375,5,292,561,1860,150,408
1123,2016,449,115,828,1681,714,747,264,591,403,3,284,597,2161,165,410
1123,2017,485,113,886,1879,769,864,289,675,488,4,313,633,2505,188,476
1123,2018,440,106,860,1846,704,829,239,613,432,3,313,539,2329,163,410
1124,2003,398,83,649,1624,743,661,254,491,356,1,328,441,1932,233,372
1124,2004,314,72,526,1417,504,589,156,501,349,3,329,442,1683,194,412
1124,2005,353,49,455,1385,571,604,208,507,355,0,286,481,1771,199,432
1124,2006,186,72,372,923,360,367,134,298,206,1,170,340,1074,105,259
1124,2007,415,111,701,1737,676,790,245,617,418,2,385,608,2243,178,438
1124,2008,358,132,768,1848,672,837,253,668,495,8,352,627,2422,221,378
1124,2009,380,118,773,1866,741,851,263,738,521,1,362,624,2486,225,424
1124,2010,423,215,820,1741,565,842,218,649,476,2,378,560,2378,198,434
1124,2011,350,127,710,1576,459,730,161,672,469,1,348,510,2090,207,471
1124,2012,486,153,789,1848,589,861,222,674,507,1,400,582,2451,252,457
1124,2013,450,141,766,1821,625,813,213,631,435,2,375,531,2274,202,377
1124,2014,479,187,794,1841,635,825,244,804,541,4,468,579,2435,168,389
1124,2015,461,123,769,1765,586,766,224,684,456,2,464,535,2212,257,396
1124,2016,547,127,743,1852,530,858,198,726,528,3,434,621,2442,247,410
1124,2017,480,151,773,1712,580,799,205,586,417,0,393,548,2220,159,416
1124,2018,444,134,811,1820,545,841,191,589,436,3,366,565,2309,172,419
1125,2003,473,48,662,1533,623,714,229,530,372,3,295,514,2029,254,474
1125,2004,459,66,654,1528,765,692,272,533,369,5,274,498,2025,242,402
1125,2005,414,96,672,1679,812,717,292,565,382,4,282,584,2108,223,434
1125,2006,509,107,717,1760,673,880,257,630,438,4,355,596,2455,232,489
1125,2007,487,100,801,1706,750,799,275,548,379,2,337,576,2252,189,493
1125,2008,547,59,773,1948,923,870,335,663,463,4,402,594,2538,270,477
1125,2009,509,78,734,1842,877,816,307,636,435,2,372,592,2374,249,444
1125,2010,445,92,779,1699,709,763,244,736,496,2,371,595,2266,222,513
1125,2011,557,118,791,1996,842,926,321,759,559,2,445,708,2732,331,474
1125,2012,572,74,818,1914,763,921,291,750,553,2,380,603,2686,243,403
1125,2013,474,82,685,1679,663,829,249,544,400,1,281,546,2307,286,407
1125,2014,490,75,713,1723,713,863,281,732,537,0,261,675,2544,212,414
1125,2015,471,61,743,1685,808,799,306,555,383,0,289,510,2287,197,426
1125,2016,520,70,780,1742,869,862,316,601,434,1,258,603,2474,135,425
1125,2017,433,69,713,1525,802,721,270,465,359,1,219,475,2071,120,344
1125,2018,529,82,875,1853,1005,901,378,517,382,0,258,531,2562,161,410
1126,2003,329,54,613,1677,478,693,171,554,384,2,369,583,1941,248,476
1126,2004,306,61,616,1549,558,606,176,462,323,3,311,532,1711,241,461
1126,2005,407,73,683,1638,562,711,193,526,316,2,280,577,1931,243,490
1126,2006,369,60,661,1675,527,706,172,614,378,4,337,584,1962,276,458
1126,2007,289,89,572,1360,411,528,119,509,309,3,291,530,1484,181,455
1126,2008,291,67,558,1318,343,582,115,553,378,6,263,510,1657,198,448
1126,2009,271,78,675,1544,443,605,124,593,370,4,369,585,1704,197,428
1126,2010,295,103,621,1532,348,639,113,565,363,1,348,538,1754,194,382
1126,2011,320,63,600,1546,369,663,116,612,430,6,324,571,1872,193,338
1126,2012,391,84,624,1764,487,768,172,653,435,1,380,626,2143,219,438
1126,2013,393,114,695,1803,577,738,179,703,441,2,380,652,2096,221,395
1126,2014,282,73,577,1592,570,626,204,543,387,2,333,638,1843,181,372
1126,2015,235,77,623,1463,501,573,146,590,419,0,340,586,1711,158,412
1126,2016,332,183,726,1799,740,732,230,557,378,3,373,569,2072,167,384
1126,2017,410,84,685,1880,660,774,213,531,351,6,371,623,2112,212,379
1126,2018,453,112,850,1891,701,826,219,779,547,2,390,635,2418,184,476
1127,2003,343,175,654,1544,592,649,207,432,292,1,316,493,1797,174,407
1127,2004,314,157,700,1549,508,630,161,596,381,1,357,564,1802,202,509
1127,2005,302,87,644,1589,596,624,194,521,342,0,359,578,1784,194,394
1127,2006,293,49,633,1612,590,616,179,541,401,2,344,564,1812,203,345
1127,2007,302,59,657,1592,611,673,214,505,345,0,309,586,1905,216,416
1127,2008,359,77,622,1646,510,714,171,515,377,1,351,583,1976,216,408
1127,2009,360,125,703,1655,547,721,181,691,474,3,336,606,2097,212,398
